Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
10/04/2019,111.05,112.4,110.95,112,387835
11/04/2019,111.5,111.5,109.65,110.85,627167
12/04/2019,111.15,112,110.3,110.7,295360
15/04/2019,111,111.7,110.1,110.65,214622
16/04/2019,110.65,111,110,110.8,206980
17/04/2019,111.6,112,107.2,107.2,743936
18/04/2019,107.3,107.8,103.55,107.2,650612
23/04/2019,107.05,108.6,105.9,107.75,258760
24/04/2019,107.75,108.75,106.35,107.2,611346
25/04/2019,106.45,106.55,103.6,104.7,592942
26/04/2019,104.8,105.65,104.45,105.65,285868
29/04/2019,106.05,106.35,104.55,105.45,216510
30/04/2019,105.2,105.3,102.3,102.85,508239
02/05/2019,100.75,102.05,99.5,99.54,565142
06/05/2019,99,99.2,96.82,97.72,479282
07/05/2019,98.1,98.84,95.44,96.14,536268
08/05/2019,96.14,97.72,95.6,95.9,446828
09/05/2019,95.4,96.44,91.7,92.64,620722
10/05/2019,92.88,95.84,92.88,95.64,516608
13/05/2019,95.3,95.3,91.5,92.24,687962
14/05/2019,92.94,93.4,91.68,92.32,569685
15/05/2019,93.1,93.68,92.04,92.92,264158
16/05/2019,94.64,96.98,94.18,96.82,519642
17/05/2019,96.5,96.5,94.42,94.88,367624
20/05/2019,95,95.28,93.32,94.1,363487
21/05/2019,94,95.5,93.04,95.48,462614
22/05/2019,94.9,95.78,93.74,94.7,600648
23/05/2019,94,94.44,92,92.06,448982
24/05/2019,93.3,95.86,92.62,94.24,481302
27/05/2019,94.9,95.84,93.74,94.86,114173
28/05/2019,95,95.8,93.4,94.66,1007258
29/05/2019,93.7,94.58,93,93.7,573004
30/05/2019,93.34,95.3,93.34,93.96,597950
31/05/2019,93.16,95,92.1,95,767484
03/06/2019,95,97.32,94.16,96.1,461242
04/06/2019,95.9,97.14,95.5,96.84,374130
05/06/2019,96.58,96.84,93.4,93.52,597806
06/06/2019,94.06,95.1,93.7,94.76,304555
07/06/2019,94.94,95.44,92.52,93.1,608394
10/06/2019,93.78,95.44,93,95.44,319353
11/06/2019,96,98.96,96,98.66,890984
12/06/2019,97.22,98.9,96.02,98.9,490932
13/06/2019,98.1,99.92,97.72,99.92,497521
14/06/2019,99.34,99.74,98.34,98.44,416954
17/06/2019,98.28,99.92,97.82,99.8,306118
18/06/2019,99.98,104.2,99.06,104.05,746706
19/06/2019,104,104,102.65,102.95,427989
21/06/2019,103.75,105.9,102.6,104.4,1173100
24/06/2019,104.4,104.55,102.4,104.1,373280
25/06/2019,103.35,105.9,103,104.3,370154
26/06/2019,104.3,104.8,102.65,102.75,326731
27/06/2019,102.75,104.7,102.75,103.95,266502
28/06/2019,103.55,104.35,103,103.5,327625
01/07/2019,105.5,106.7,103.4,104.1,407465
02/07/2019,104.25,104.55,101.55,101.7,358779
03/07/2019,101.65,102,99.7,101,514625
04/07/2019,100.85,101.2,99.5,100.25,291007
05/07/2019,100,100,97.26,98.16,452626
08/07/2019,98,99.88,97.92,99,321692
09/07/2019,99,99,95.14,95.84,731596
10/07/2019,96.4,97.72,95.7,96.2,711184
11/07/2019,97.22,98.24,95.24,95.5,517317
12/07/2019,96.04,96.98,94.7,94.7,499401
15/07/2019,95.42,96.7,95.12,95.26,557862
16/07/2019,95.66,96.3,94.92,95.62,420672
17/07/2019,95.32,95.52,93.8,94.06,728842
18/07/2019,94,95.64,93.2,95.5,1046224
19/07/2019,97.54,98.18,96.5,97.26,859267
22/07/2019,97.32,97.68,96.6,96.64,346037
23/07/2019,97.5,97.96,95.94,96.64,503685
24/07/2019,96.98,97.08,96.2,96.72,314383
25/07/2019,97.1,98.86,96.66,97.5,525546
26/07/2019,96.94,97.88,96.2,96.5,366359
29/07/2019,96.66,97.18,95.64,96.58,290295
30/07/2019,96.58,96.86,94.38,94.38,364389
31/07/2019,94.38,94.92,93.68,94.4,527955
01/08/2019,94.26,94.26,90.3,91.36,704525
02/08/2019,90,90.56,87.52,87.78,1137047
05/08/2019,86.96,87,84.02,84.02,1040067
06/08/2019,84.6,85.66,83.6,83.72,709613
07/08/2019,84.06,84.42,82.3,83.48,572377
08/08/2019,85.6,86,83.4,84.02,841238
09/08/2019,84.42,84.78,82,82.26,418623
12/08/2019,83.38,83.38,79.3,79.3,625458
13/08/2019,79,82.9,78.6,82.88,808086
14/08/2019,83.72,83.72,79.28,79.28,611100
16/08/2019,79.28,79.64,74.9,74.9,836316
19/08/2019,76.2,78.04,75.88,77.88,553100
20/08/2019,78,78.3,75.36,77,552821
21/08/2019,77.98,78.1,74.5,74.9,860227
22/08/2019,74.6,76.58,73.6,74.78,794759
23/08/2019,75.82,76.92,74.64,75.64,767719
26/08/2019,74.44,74.9,72.4,73.76,563299
27/08/2019,74,75.78,73.16,75.08,1080576
28/08/2019,75.6,75.6,72.66,73.76,632276
29/08/2019,73.8,75.96,73.8,75.5,544802
30/08/2019,76,78.48,75.6,78.32,764820
02/09/2019,78.4,78.48,76.92,77.62,469728
03/09/2019,77.4,77.46,73.22,73.88,1058087
04/09/2019,75.3,77.32,75,77.16,992207
05/09/2019,77.64,78.68,76.28,78.26,681350
06/09/2019,78.46,80.42,77.78,79.44,810871
09/09/2019,79.46,80.58,79,80.42,623725
10/09/2019,80.86,80.86,79.28,79.98,533129
11/09/2019,80.36,80.92,79.3,79.58,418047
12/09/2019,80.9,82.94,80.14,81.7,1035029
13/09/2019,82,84.26,82,84.26,697761
16/09/2019,82.7,84.44,82.14,83.14,593867
17/09/2019,82.3,82.6,80.82,81.1,846251
18/09/2019,81.36,82.96,81.1,81.82,618373
19/09/2019,81.66,81.98,80.84,81.38,514795
20/09/2019,81.76,82.58,81.22,81.58,948290
23/09/2019,81.18,81.48,77.82,78.64,762468
24/09/2019,78.72,79.8,78.72,79.24,389888
25/09/2019,78.66,79.62,78.5,78.98,453525
26/09/2019,79.4,80.68,78.9,79.04,425161
27/09/2019,79.48,80.22,78.9,79.8,274400
30/09/2019,80.2,80.4,79.06,80,482105
01/10/2019,79.38,79.38,77.24,77.24,618210
02/10/2019,77.96,78.06,74.3,74.32,793500
03/10/2019,74.76,75.32,73.5,73.94,420605
04/10/2019,74.02,74.94,73.62,74.94,439632
07/10/2019,75.06,77,74.72,77,545327
08/10/2019,77.04,77.92,75.42,75.62,506004
09/10/2019,75.6,76.8,75.54,75.9,343659
10/10/2019,76.32,77.98,76.24,77.7,738486
11/10/2019,78.3,80.1,78.22,79.92,554611
14/10/2019,80.2,80.6,78.32,78.58,436465
15/10/2019,78.98,79.54,78.44,78.64,288863
16/10/2019,78.5,78.5,76.72,76.74,533729
17/10/2019,76.9,78.48,76.36,78.08,363043
18/10/2019,77.4,78.5,76.62,78.28,323828
21/10/2019,78.5,81.4,78.5,80.98,560515
22/10/2019,81.5,81.92,81.04,81.36,307643
23/10/2019,81,81.88,80.52,81.7,338994
24/10/2019,81.8,82.46,81.04,81.4,324059
25/10/2019,81.2,82.04,80.82,81.6,215376
28/10/2019,82.1,84.46,81.4,84.42,661199
29/10/2019,84.42,86.9,84.06,86.2,918571
30/10/2019,86.22,86.66,85.7,86.22,498427
31/10/2019,86.22,86.24,83.64,83.64,1096067
04/11/2019,85.32,89,85.12,88.92,974976
05/11/2019,89.9,92.62,89.38,91.64,962176
06/11/2019,90.64,91.54,90.3,91,396956
07/11/2019,91.6,96.7,91.6,96.7,1425770
08/11/2019,95.5,96.94,94.62,96.4,897528
12/11/2019,96.5,96.7,93.88,95.7,757279
13/11/2019,94.5,94.86,93.5,94.2,442798
14/11/2019,94.2,95.14,93.06,94.2,421434
15/11/2019,94.3,94.82,93.8,94.7,411710
18/11/2019,94.88,96.64,94.88,95.28,437842
19/11/2019,95.42,96.22,94.5,94.5,525519
20/11/2019,94,94.28,90.62,93.5,690122
21/11/2019,94,94.7,91.6,91.9,898320
22/11/2019,91.6,93.14,89.28,90.42,1057534
25/11/2019,90.92,92.78,90.92,92.24,600615
26/11/2019,92.04,92.26,90.76,91.82,1166297
27/11/2019,92.1,94.2,91.84,92.22,254496
28/11/2019,92,92,90.54,90.78,212167
29/11/2019,90.2,91.24,89.54,89.9,371411
02/12/2019,90,91,87.22,87.9,636590
03/12/2019,87.3,88.82,86.64,87.06,600871
04/12/2019,87.28,89.24,87.06,88.66,400441
05/12/2019,89,90.56,88.58,89.84,343081
06/12/2019,89.14,92.9,88.62,92.9,444565
09/12/2019,93.2,94.12,91.16,93.36,513216
10/12/2019,92.96,95.46,92.12,93.8,964929
11/12/2019,93.8,94.5,92.54,92.8,543215
12/12/2019,93.4,95.5,93.18,95.5,778450
13/12/2019,96.5,97.94,96.08,96.5,952746
16/12/2019,97,98.78,96.6,98.06,608442
17/12/2019,98.06,98.3,97.16,97.76,410624
18/12/2019,97.38,97.44,95.5,95.5,327939
19/12/2019,95.5,96.5,95.5,96.5,334885
20/12/2019,95.5,96.4,94.72,95.02,785192
23/12/2019,94.78,95.3,94,95,272375
27/12/2019,96,98,95.96,96.3,278517
30/12/2019,96.44,96.86,95.5,95.58,179180
02/01/2020,96.56,98.2,96.56,97.9,232235
03/01/2020,96.2,97,95.24,96.12,317912
07/01/2020,96,97.2,95,95.96,314584
08/01/2020,95.94,96.46,94.96,94.96,251166
09/01/2020,96.06,97.36,96.06,96.9,520817
10/01/2020,97,99.3,97,99,692210
13/01/2020,99,100.2,99,100,620592
14/01/2020,100.1,101.5,99.5,99.8,463394
15/01/2020,99.5,99.5,97.52,98.76,722368
16/01/2020,98.8,99.98,98.64,99.5,397573
17/01/2020,100,101,99.74,101,321884
20/01/2020,101.15,101.55,100.05,100.4,220439
21/01/2020,99.66,99.66,97.2,97.76,718678
22/01/2020,97.6,98.38,96.62,97,506524
23/01/2020,96.3,98.18,96.1,96.36,663144
24/01/2020,97.02,98.68,97.02,97.36,812671
27/01/2020,96.36,96.4,92.96,93.16,1043861
28/01/2020,93.6,94.9,91.78,93.7,711148
29/01/2020,94.24,95.56,93.32,94.1,516676
30/01/2020,91.66,93.96,91.2,92.5,539240
31/01/2020,93,93.68,90.72,91.2,1084180
03/02/2020,91.8,92.68,91.52,92.6,484464
04/02/2020,93.66,96.6,93.6,96.44,708829
05/02/2020,97,98.7,96.1,98.08,576786
06/02/2020,98.6,99.26,96.8,97.7,281070
07/02/2020,96.6,96.8,94.2,94.74,598844
10/02/2020,94.86,95.5,91.34,92.16,648278
11/02/2020,93.22,94.2,92.26,94.2,879394
12/02/2020,94,96.86,94,96.8,324742
13/02/2020,95.44,95.88,94.02,94.68,328438
14/02/2020,95,95,93.42,93.9,247669
17/02/2020,94.9,95.94,94.5,95.56,113873
18/02/2020,94.38,94.72,93.1,93.4,282074
19/02/2020,94.02,94.72,93.58,93.72,259904
20/02/2020,93.82,94.74,90.6,92.26,616764
21/02/2020,90.5,91.7,89.82,90.88,379179
24/02/2020,89.08,89.08,84.42,84.92,857637
25/02/2020,84.92,87.94,84,84.02,915515
26/02/2020,83.3,83.9,80,82.08,1188996
27/02/2020,81.52,81.52,75.2,76.58,754212
28/02/2020,73.8,75,70,70.54,1779132
02/03/2020,74,75.52,70.7,73,1182780
03/03/2020,75,78.98,74.38,77.82,1200095
04/03/2020,77.26,78.8,75.6,75.6,584674
05/03/2020,77.14,77.34,73.02,73.12,619956
06/03/2020,71.72,71.82,69.06,69.96,950443
09/03/2020,62.98,65.7,60.94,62.2,1347285
10/03/2020,63.64,66.68,62,62.2,1151935
11/03/2020,62.7,63.78,58.54,58.8,1128981
12/03/2020,55.1,55.5,49.4,49.4,1341538
13/03/2020,52.8,56.9,50.24,52.48,1989523
16/03/2020,52.5,52.78,48.01,51.54,1934204
17/03/2020,53,56.82,52.88,55,1876124
18/03/2020,52,55.1,50.1,52.66,2053467
19/03/2020,53,58,52.98,56.46,1080645
20/03/2020,59.5,61.9,57.66,57.92,2049824
23/03/2020,56.42,57.4,54,54.64,1181462
24/03/2020,58,58.7,56.5,58.44,1145335
25/03/2020,61,61,56.6,58.96,1250882
26/03/2020,57.02,59.5,56.64,59.36,835103
27/03/2020,59.86,59.94,57.56,58.1,695695
30/03/2020,58.88,58.98,56.72,57.4,584804
31/03/2020,58.7,60.1,58.4,59.82,1003025
01/04/2020,59,59.88,58.08,58.72,636516
02/04/2020,58.9,59.4,57.22,58.96,784258
03/04/2020,58.96,59.34,57.3,59.24,1320204
06/04/2020,60.6,65.38,60.6,65,1319789
07/04/2020,67.82,71.58,67.6,69,1839137
08/04/2020,69.16,69.8,67.28,67.5,996446
09/04/2020,69,69.5,67.2,69.34,867360
14/04/2020,72.8,75.9,71.96,74.96,1376863
15/04/2020,76,76,69.52,70.26,1192745
16/04/2020,71,71.46,69.52,70.62,660305
17/04/2020,73.12,73.8,72.3,72.44,701791
20/04/2020,72.96,73.14,71.1,72.82,526120
21/04/2020,71.5,71.9,69.1,69.76,710567
22/04/2020,69.4,72.5,67.9,72,617107
23/04/2020,72.5,73.8,71.58,73.8,550731
24/04/2020,72.9,74.1,72.3,72.8,416431
27/04/2020,74,74.22,71.82,72.5,518691
28/04/2020,72.5,73.98,71.06,73.54,583511
29/04/2020,74,78.46,73.64,77.7,779039
30/04/2020,77.9,79.3,75.8,76.98,759522
04/05/2020,75,75.3,73.12,74,545829
05/05/2020,75,76.22,74.26,74.86,333140
06/05/2020,75,75.1,73.4,74,518069
07/05/2020,74.14,75.9,73.1,75.18,419259
08/05/2020,76.06,77.3,76.02,77,346591
11/05/2020,77.38,77.9,74.62,75.34,424455
12/05/2020,74.62,76.62,74.44,75.64,310463
13/05/2020,75,75.52,73.8,73.8,396288
14/05/2020,73.4,74.3,71.06,72,704586
15/05/2020,73,74.8,72.68,72.76,571077
18/05/2020,74.5,81.3,74.5,81.12,2216140
19/05/2020,81.78,83.98,80.34,82.9,908110
20/05/2020,82.9,83.52,81.28,83.1,586895
21/05/2020,83.1,83.3,80.9,81.1,471302
22/05/2020,79,80.34,78.08,79.92,425546
25/05/2020,80.8,81.26,80.14,80.44,181932
26/05/2020,82.1,85.34,81.56,85.2,851848
27/05/2020,85.2,88.86,84.18,85.32,1262369
28/05/2020,86.5,86.86,84.32,85.38,930194
29/05/2020,85,87,85,86.28,1211028
01/06/2020,88.3,88.86,86.5,87.42,482699
02/06/2020,87.6,88.8,86.9,88.1,676385
03/06/2020,88.3,89.82,87.68,87.86,770393
04/06/2020,87.8,89.12,87.08,88.2,618894
05/06/2020,89,92.3,88.78,91.52,1026007
08/06/2020,91.52,91.7,89.62,90.8,598281
09/06/2020,90.8,91.4,87.6,88.62,709871
10/06/2020,89,90.28,87.58,89.9,616858
12/06/2020,85.88,89,84.5,87.4,720754
15/06/2020,85.06,85.66,83.3,84.9,787609
16/06/2020,87,89.76,86.58,87.72,786346
17/06/2020,88.76,89.04,85.94,86.82,602092
18/06/2020,87,88.98,86.22,86.5,716203
19/06/2020,87.5,88.54,87.1,87.9,990876
22/06/2020,87.88,87.96,86.32,86.92,308182
23/06/2020,86.54,89.96,86.54,89.9,565992
24/06/2020,89.86,91.68,88.34,88.56,496999
25/06/2020,88.22,90.08,87.94,89.86,426844
26/06/2020,90,90.84,88.4,88.68,550372
29/06/2020,88.6,90.46,88.6,90.46,371375
30/06/2020,90.5,91.22,89.6,90.9,861061
